Student Name,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Avg Tamil,Avg English,Avg Maths,Avg Science,Avg Social,Max Avg,Max Sub,Outcome
Student 2606,81,80,80,84,85,81,80,80,84,85,81,80,80,84,85,81,80,80,84,85,81,80,80,84,85,81,80,80,84,85,81,80,80,84,85,81,80,80,84,85,81,80,80,84,85,81,80,80,84,85,83.0,83.0,83.6,83.5,84.5,84.5,Social,Commerce
Student 2607,85,80,91,80,82,85,80,91,80,82,85,80,91,80,82,85,80,91,80,82,85,80,91,80,82,85,80,91,80,82,85,80,91,80,82,85,80,91,80,82,85,80,91,80,82,85,80,91,80,82,85.3,81.7,91.5,83.0,82.9,91.5,Maths,Engineering
Student 2608,88,81,87,88,81,88,81,87,88,81,88,81,87,88,81,88,81,87,88,81,88,81,87,88,81,88,81,87,88,81,88,81,87,88,81,88,81,87,88,81,88,81,87,88,81,88,81,87,88,81,84.6,84.2,84.1,85.9,82.7,85.9,Science,Medical
Student 2609,85,87,86,82,81,85,87,86,82,81,85,87,86,82,81,85,87,86,82,81,85,87,86,82,81,85,87,86,82,81,85,87,86,82,81,85,87,86,82,81,85,87,86,82,81,85,87,86,82,81,84.3,85.9,84.5,83.2,83.7,85.9,English,Arts
Student 2610,82,88,85,99,82,82,88,85,99,82,82,88,85,99,82,82,88,85,99,82,82,88,85,99,82,82,88,85,99,82,82,88,85,99,82,82,88,85,99,82,82,88,85,99,82,82,88,85,99,82,83.6,85.1,83.5,96.8,82.6,96.8,Science,Medical
Student 2611,88,87,83,86,81,88,87,83,86,81,88,87,83,86,81,88,87,83,86,81,88,87,83,86,81,88,87,83,86,81,88,87,83,86,81,88,87,83,86,81,88,87,83,86,81,88,87,83,86,81,85.0,83.9,84.3,83.8,84.7,85.0,Tamil,BA
Student 2612,85,80,86,80,84,85,80,86,80,84,85,80,86,80,84,85,80,86,80,84,85,80,86,80,84,85,80,86,80,84,85,80,86,80,84,85,80,86,80,84,85,80,86,80,84,85,80,86,80,84,83.1,84.1,83.8,83.3,84.9,84.9,Social,Commerce
Student 2613,83,81,87,80,81,83,81,87,80,81,83,81,87,80,81,83,81,87,80,81,83,81,87,80,81,83,81,87,80,81,83,81,87,80,81,83,81,87,80,81,83,81,87,80,81,83,81,87,80,81,84.6,83.6,84.9,83.1,83.7,84.9,Maths,Engineering
Student 2614,85,84,81,87,85,85,84,81,87,85,85,84,81,87,85,85,84,81,87,85,85,84,81,87,85,85,84,81,87,85,85,84,81,87,85,85,84,81,87,85,85,84,81,87,85,85,84,81,87,85,83.9,85.5,84.6,84.3,85.3,85.5,English,Arts
Student 2615,80,81,86,87,86,80,81,86,87,86,80,81,86,87,86,80,81,86,87,86,80,81,86,87,86,80,81,86,87,86,80,81,86,87,86,80,81,86,87,86,80,81,86,87,86,80,81,86,87,86,83.7,83.3,82.8,85.6,83.2,85.6,Science,Medical
Student 2616,85,83,83,81,83,85,83,83,81,83,85,83,83,81,83,85,83,83,81,83,85,83,83,81,83,85,83,83,81,83,85,83,83,81,83,85,83,83,81,83,85,83,83,81,83,85,83,83,81,83,84.7,84.1,84.0,83.5,81.9,84.7,Tamil,BA
Student 2617,80,86,86,83,83,80,86,86,83,83,80,86,86,83,83,80,86,86,83,83,80,86,86,83,83,80,86,86,83,83,80,86,86,83,83,80,86,86,83,83,80,86,86,83,83,80,86,86,83,83,84.0,83.1,83.7,83.3,83.0,84.0,Tamil,BA
Student 2618,80,84,91,83,84,80,84,91,83,84,80,84,91,83,84,80,84,91,83,84,80,84,91,83,84,80,84,91,83,84,80,84,91,83,84,80,84,91,83,84,80,84,91,83,84,80,84,91,83,84,82.7,84.3,92.0,82.6,82.8,92.0,Maths,Engineering
Student 2619,84,80,82,85,85,84,80,82,85,85,84,80,82,85,85,84,80,82,85,85,84,80,82,85,85,84,80,82,85,85,84,80,82,85,85,84,80,82,85,85,84,80,82,85,85,84,80,82,85,85,85.1,83.5,84.6,83.9,83.7,85.1,Tamil,BA
Student 2620,83,85,83,97,88,83,85,83,97,88,83,85,83,97,88,83,85,83,97,88,83,85,83,97,88,83,85,83,97,88,83,85,83,97,88,83,85,83,97,88,83,85,83,97,88,83,85,83,97,88,83.7,85.1,83.8,97.3,84.8,97.3,Science,Medical
Student 2621,82,86,83,88,82,82,86,83,88,82,82,86,83,88,82,82,86,83,88,82,82,86,83,88,82,82,86,83,88,82,82,86,83,88,82,82,86,83,88,82,82,86,83,88,82,82,86,83,88,82,83.0,85.0,82.7,85.1,84.9,85.1,Science,Medical
Student 2622,80,82,82,86,80,80,82,82,86,80,80,82,82,86,80,80,82,82,86,80,80,82,82,86,80,80,82,82,86,80,80,82,82,86,80,80,82,82,86,80,80,82,82,86,80,80,82,82,86,80,84.6,83.3,83.0,84.3,82.5,84.6,Tamil,BA
Student 2623,80,81,84,80,81,80,81,84,80,81,80,81,84,80,81,80,81,84,80,81,80,81,84,80,81,80,81,84,80,81,80,81,84,80,81,80,81,84,80,81,80,81,84,80,81,80,81,84,80,81,84.0,83.2,85.1,84.4,83.1,85.1,Maths,Engineering
Student 2624,87,80,84,86,85,87,80,84,86,85,87,80,84,86,85,87,80,84,86,85,87,80,84,86,85,87,80,84,86,85,87,80,84,86,85,87,80,84,86,85,87,80,84,86,85,87,80,84,86,85,84.3,83.7,84.0,85.3,85.1,85.3,Science,Medical
Student 2625,87,88,81,84,81,87,88,81,84,81,87,88,81,84,81,87,88,81,84,81,87,88,81,84,81,87,88,81,84,81,87,88,81,84,81,87,88,81,84,81,87,88,81,84,81,87,88,81,84,81,84.8,85.3,83.7,84.7,84.8,85.3,English,Arts
Student 2626,84,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84.2,84.7,84.4,82.8,84.4,84.7,English,Arts
Student 2627,81,85,88,88,84,81,85,88,88,84,81,85,88,88,84,81,85,88,88,84,81,85,88,88,84,81,85,88,88,84,81,85,88,88,84,81,85,88,88,84,81,85,88,88,84,81,85,88,88,84,83.6,83.8,85.0,84.1,84.1,85.0,Maths,Engineering
Student 2628,88,83,84,87,82,88,83,84,87,82,88,83,84,87,82,88,83,84,87,82,88,83,84,87,82,88,83,84,87,82,88,83,84,87,82,88,83,84,87,82,88,83,84,87,82,88,83,84,87,82,85.8,83.8,83.7,83.9,83.5,85.8,Tamil,BA
Student 2629,80,80,91,80,82,80,80,91,80,82,80,80,91,80,82,80,80,91,80,82,80,80,91,80,82,80,80,91,80,82,80,80,91,80,82,80,80,91,80,82,80,80,91,80,82,80,80,91,80,82,84.6,84.3,91.7,84.6,83.0,91.7,Maths,Engineering
Student 2630,86,84,83,99,85,86,84,83,99,85,86,84,83,99,85,86,84,83,99,85,86,84,83,99,85,86,84,83,99,85,86,84,83,99,85,86,84,83,99,85,86,84,83,99,85,86,84,83,99,85,83.6,83.0,83.9,96.9,84.0,96.9,Science,Medical
Student 2631,82,86,83,82,87,82,86,83,82,87,82,86,83,82,87,82,86,83,82,87,82,86,83,82,87,82,86,83,82,87,82,86,83,82,87,82,86,83,82,87,82,86,83,82,87,82,86,83,82,87,83.6,84.8,85.3,85.2,84.3,85.3,Maths,Engineering
Student 2632,83,83,83,84,86,83,83,83,84,86,83,83,83,84,86,83,83,83,84,86,83,83,83,84,86,83,83,83,84,86,83,83,83,84,86,83,83,83,84,86,83,83,83,84,86,83,83,83,84,86,83.7,84.6,84.3,85.2,84.5,85.2,Science,Medical
Student 2633,84,80,88,83,82,84,80,88,83,82,84,80,88,83,82,84,80,88,83,82,84,80,88,83,82,84,80,88,83,82,84,80,88,83,82,84,80,88,83,82,84,80,88,83,82,84,80,88,83,82,84.3,82.9,85.8,83.3,83.1,85.8,Maths,Engineering
Student 2634,86,86,82,81,86,86,86,82,81,86,86,86,82,81,86,86,86,82,81,86,86,86,82,81,86,86,86,82,81,86,86,86,82,81,86,86,86,82,81,86,86,86,82,81,86,86,86,82,81,86,86.0,85.1,82.1,83.3,84.9,86.0,Tamil,BA
Student 2635,87,86,88,83,84,87,86,88,83,84,87,86,88,83,84,87,86,88,83,84,87,86,88,83,84,87,86,88,83,84,87,86,88,83,84,87,86,88,83,84,87,86,88,83,84,87,86,88,83,84,83.1,84.1,83.3,84.0,82.8,84.1,English,Arts
Student 2636,82,82,82,81,80,82,82,82,81,80,82,82,82,81,80,82,82,82,81,80,82,82,82,81,80,82,82,82,81,80,82,82,82,81,80,82,82,82,81,80,82,82,82,81,80,82,82,82,81,80,85.7,85.1,84.3,84.3,84.2,85.7,Tamil,BA
Student 2637,83,80,81,84,85,83,80,81,84,85,83,80,81,84,85,83,80,81,84,85,83,80,81,84,85,83,80,81,84,85,83,80,81,84,85,83,80,81,84,85,83,80,81,84,85,83,80,81,84,85,83.4,84.0,83.5,85.1,84.3,85.1,Science,Medical
Student 2638,86,87,85,82,87,86,87,85,82,87,86,87,85,82,87,86,87,85,82,87,86,87,85,82,87,86,87,85,82,87,86,87,85,82,87,86,87,85,82,87,86,87,85,82,87,86,87,85,82,87,85.0,84.2,84.1,83.5,84.6,85.0,Tamil,BA
Student 2639,84,82,87,82,82,84,82,87,82,82,84,82,87,82,82,84,82,87,82,82,84,82,87,82,82,84,82,87,82,82,84,82,87,82,82,84,82,87,82,82,84,82,87,82,82,84,82,87,82,82,83.4,85.7,86.2,84.3,83.2,86.2,Maths,Engineering
Student 2640,82,85,90,98,84,82,85,90,98,84,82,85,90,98,84,82,85,90,98,84,82,85,90,98,84,82,85,90,98,84,82,85,90,98,84,82,85,90,98,84,82,85,90,98,84,82,85,90,98,84,85.3,85.5,91.2,96.9,84.2,96.9,Science,Medical
Student 2641,84,83,87,81,85,84,83,87,81,85,84,83,87,81,85,84,83,87,81,85,84,83,87,81,85,84,83,87,81,85,84,83,87,81,85,84,83,87,81,85,84,83,87,81,85,84,83,87,81,85,85.1,83.4,84.0,83.2,83.1,85.1,Tamil,BA
Student 2642,82,88,86,82,85,82,88,86,82,85,82,88,86,82,85,82,88,86,82,85,82,88,86,82,85,82,88,86,82,85,82,88,86,82,85,82,88,86,82,85,82,88,86,82,85,82,88,86,82,85,82.8,85.1,84.2,84.2,83.2,85.1,English,Arts
Student 2643,81,88,82,86,81,81,88,82,86,81,81,88,82,86,81,81,88,82,86,81,81,88,82,86,81,81,88,82,86,81,81,88,82,86,81,81,88,82,86,81,81,88,82,86,81,81,88,82,86,81,83.1,84.9,83.6,84.3,83.1,84.9,English,Arts
Student 2644,85,86,87,88,80,85,86,87,88,80,85,86,87,88,80,85,86,87,88,80,85,86,87,88,80,85,86,87,88,80,85,86,87,88,80,85,86,87,88,80,85,86,87,88,80,85,86,87,88,80,84.0,84.2,84.7,85.4,83.3,85.4,Science,Medical
Student 2645,83,80,83,84,88,83,80,83,84,88,83,80,83,84,88,83,80,83,84,88,83,80,83,84,88,83,80,83,84,88,83,80,83,84,88,83,80,83,84,88,83,80,83,84,88,83,80,83,84,88,83.0,83.6,84.4,84.5,84.6,84.6,Social,Commerce
Student 2646,87,86,85,82,81,87,86,85,82,81,87,86,85,82,81,87,86,85,82,81,87,86,85,82,81,87,86,85,82,81,87,86,85,82,81,87,86,85,82,81,87,86,85,82,81,87,86,85,82,81,84.8,83.9,84.3,83.7,83.7,84.8,Tamil,BA
Student 2647,81,88,86,87,87,81,88,86,87,87,81,88,86,87,87,81,88,86,87,87,81,88,86,87,87,81,88,86,87,87,81,88,86,87,87,81,88,86,87,87,81,88,86,87,87,81,88,86,87,87,83.1,84.3,84.7,83.9,84.0,84.7,Maths,Engineering
Student 2648,80,82,82,86,83,80,82,82,86,83,80,82,82,86,83,80,82,82,86,83,80,82,82,86,83,80,82,82,86,83,80,82,82,86,83,80,82,82,86,83,80,82,82,86,83,80,82,82,86,83,83.2,83.3,84.7,83.1,84.7,84.7,Maths,Engineering
Student 2649,87,82,85,86,81,87,82,85,86,81,87,82,85,86,81,87,82,85,86,81,87,82,85,86,81,87,82,85,86,81,87,82,85,86,81,87,82,85,86,81,87,82,85,86,81,87,82,85,86,81,85.0,84.1,83.9,84.7,83.6,85.0,Tamil,BA
Student 2650,82,84,85,95,87,82,84,85,95,87,82,84,85,95,87,82,84,85,95,87,82,84,85,95,87,82,84,85,95,87,82,84,85,95,87,82,84,85,95,87,82,84,85,95,87,82,84,85,95,87,83.3,85.6,83.6,96.8,84.1,96.8,Science,Medical
Student 2651,88,83,91,87,82,88,83,91,87,82,88,83,91,87,82,88,83,91,87,82,88,83,91,87,82,88,83,91,87,82,88,83,91,87,82,88,83,91,87,82,88,83,91,87,82,88,83,91,87,82,84.9,83.7,91.4,83.7,83.8,91.4,Maths,Engineering
Student 2652,82,83,88,86,85,82,83,88,86,85,82,83,88,86,85,82,83,88,86,85,82,83,88,86,85,82,83,88,86,85,82,83,88,86,85,82,83,88,86,85,82,83,88,86,85,82,83,88,86,85,84.9,85.6,85.3,83.4,84.6,85.6,English,Arts
Student 2653,86,86,87,88,85,86,86,87,88,85,86,86,87,88,85,86,86,87,88,85,86,86,87,88,85,86,86,87,88,85,86,86,87,88,85,86,86,87,88,85,86,86,87,88,85,86,86,87,88,85,83.2,84.3,84.4,84.5,85.1,85.1,Social,Commerce
Student 2654,82,81,85,84,83,82,81,85,84,83,82,81,85,84,83,82,81,85,84,83,82,81,85,84,83,82,81,85,84,83,82,81,85,84,83,82,81,85,84,83,82,81,85,84,83,82,81,85,84,83,83.9,83.4,85.0,84.1,83.5,85.0,Maths,Engineering
Student 2655,85,87,83,85,80,85,87,83,85,80,85,87,83,85,80,85,87,83,85,80,85,87,83,85,80,85,87,83,85,80,85,87,83,85,80,85,87,83,85,80,85,87,83,85,80,85,87,83,85,80,84.5,82.8,84.8,83.2,83.0,84.8,Maths,Engineering
Student 2656,83,83,86,88,80,83,83,86,88,80,83,83,86,88,80,83,83,86,88,80,83,83,86,88,80,83,83,86,88,80,83,83,86,88,80,83,83,86,88,80,83,83,86,88,80,83,83,86,88,80,83.1,84.0,83.8,85.1,83.0,85.1,Science,Medical
Student 2657,88,80,88,80,85,88,80,88,80,85,88,80,88,80,85,88,80,88,80,85,88,80,88,80,85,88,80,88,80,85,88,80,88,80,85,88,80,88,80,85,88,80,88,80,85,88,80,88,80,85,85.8,82.3,84.3,83.9,84.4,85.8,Tamil,BA
Student 2658,80,85,84,85,87,80,85,84,85,87,80,85,84,85,87,80,85,84,85,87,80,85,84,85,87,80,85,84,85,87,80,85,84,85,87,80,85,84,85,87,80,85,84,85,87,80,85,84,85,87,84.5,85.5,82.4,82.5,83.9,85.5,English,Arts
Student 2659,81,86,88,81,81,81,86,88,81,81,81,86,88,81,81,81,86,88,81,81,81,86,88,81,81,81,86,88,81,81,81,86,88,81,81,81,86,88,81,81,81,86,88,81,81,81,86,88,81,81,84.0,84.9,84.3,84.6,83.8,84.9,English,Arts
Student 2660,82,83,80,96,86,82,83,80,96,86,82,83,80,96,86,82,83,80,96,86,82,83,80,96,86,82,83,80,96,86,82,83,80,96,86,82,83,80,96,86,82,83,80,96,86,82,83,80,96,86,83.2,82.8,82.7,97.9,84.2,97.9,Science,Medical
Student 2661,88,83,81,80,83,88,83,81,80,83,88,83,81,80,83,88,83,81,80,83,88,83,81,80,83,88,83,81,80,83,88,83,81,80,83,88,83,81,80,83,88,83,81,80,83,88,83,81,80,83,85.0,83.8,82.7,83.5,83.3,85.0,Tamil,BA
Student 2662,84,82,91,83,83,84,82,91,83,83,84,82,91,83,83,84,82,91,83,83,84,82,91,83,83,84,82,91,83,83,84,82,91,83,83,84,82,91,83,83,84,82,91,83,83,84,82,91,83,83,84.4,84.0,91.7,82.7,84.1,91.7,Maths,Engineering
Student 2663,87,85,88,85,87,87,85,88,85,87,87,85,88,85,87,87,85,88,85,87,87,85,88,85,87,87,85,88,85,87,87,85,88,85,87,87,85,88,85,87,87,85,88,85,87,87,85,88,85,87,84.4,85.1,85.1,83.8,85.2,85.2,Social,Commerce
Student 2664,88,81,80,81,87,88,81,80,81,87,88,81,80,81,87,88,81,80,81,87,88,81,80,81,87,88,81,80,81,87,88,81,80,81,87,88,81,80,81,87,88,81,80,81,87,88,81,80,81,87,84.9,83.9,83.5,84.0,83.7,84.9,Tamil,BA
Student 2665,81,86,81,83,86,81,86,81,83,86,81,86,81,83,86,81,86,81,83,86,81,86,81,83,86,81,86,81,83,86,81,86,81,83,86,81,86,81,83,86,81,86,81,83,86,81,86,81,83,86,83.5,84.4,82.8,84.5,84.7,84.7,Social,Commerce
Student 2666,84,86,81,80,87,84,86,81,80,87,84,86,81,80,87,84,86,81,80,87,84,86,81,80,87,84,86,81,80,87,84,86,81,80,87,84,86,81,80,87,84,86,81,80,87,84,86,81,80,87,84.0,84.2,84.4,84.3,83.9,84.4,Maths,Engineering
Student 2667,87,84,88,82,81,87,84,88,82,81,87,84,88,82,81,87,84,88,82,81,87,84,88,82,81,87,84,88,82,81,87,84,88,82,81,87,84,88,82,81,87,84,88,82,81,87,84,88,82,81,85.4,83.7,84.2,84.3,84.2,85.4,Tamil,BA
Student 2668,88,87,87,84,87,88,87,87,84,87,88,87,87,84,87,88,87,87,84,87,88,87,87,84,87,88,87,87,84,87,88,87,87,84,87,88,87,87,84,87,88,87,87,84,87,88,87,87,84,87,83.4,84.3,85.6,85.0,83.9,85.6,Maths,Engineering
Student 2669,81,86,84,81,86,81,86,84,81,86,81,86,84,81,86,81,86,84,81,86,81,86,84,81,86,81,86,84,81,86,81,86,84,81,86,81,86,84,81,86,81,86,84,81,86,81,86,84,81,86,84.0,84.7,84.7,84.0,85.2,85.2,Social,Commerce
Student 2670,86,85,87,97,82,86,85,87,97,82,86,85,87,97,82,86,85,87,97,82,86,85,87,97,82,86,85,87,97,82,86,85,87,97,82,86,85,87,97,82,86,85,87,97,82,86,85,87,97,82,83.3,84.2,85.5,96.7,85.1,96.7,Science,Medical
Student 2671,80,81,84,87,81,80,81,84,87,81,80,81,84,87,81,80,81,84,87,81,80,81,84,87,81,80,81,84,87,81,80,81,84,87,81,80,81,84,87,81,80,81,84,87,81,80,81,84,87,81,84.6,83.5,83.2,84.6,85.3,85.3,Social,Commerce
Student 2672,84,87,84,87,83,84,87,84,87,83,84,87,84,87,83,84,87,84,87,83,84,87,84,87,83,84,87,84,87,83,84,87,84,87,83,84,87,84,87,83,84,87,84,87,83,84,87,84,87,83,83.3,83.4,84.2,82.8,83.1,84.2,Maths,Engineering
Student 2673,83,84,93,88,86,83,84,93,88,86,83,84,93,88,86,83,84,93,88,86,83,84,93,88,86,83,84,93,88,86,83,84,93,88,86,83,84,93,88,86,83,84,93,88,86,83,84,93,88,86,85.3,83.3,92.1,85.2,84.0,92.1,Maths,Engineering
Student 2674,81,84,82,80,87,81,84,82,80,87,81,84,82,80,87,81,84,82,80,87,81,84,82,80,87,81,84,82,80,87,81,84,82,80,87,81,84,82,80,87,81,84,82,80,87,81,84,82,80,87,83.2,85.2,83.3,83.4,84.1,85.2,English,Arts
Student 2675,88,86,84,83,88,88,86,84,83,88,88,86,84,83,88,88,86,84,83,88,88,86,84,83,88,88,86,84,83,88,88,86,84,83,88,88,86,84,83,88,88,86,84,83,88,88,86,84,83,88,85.1,83.7,83.3,83.5,83.6,85.1,Tamil,BA
Student 2676,82,81,84,87,85,82,81,84,87,85,82,81,84,87,85,82,81,84,87,85,82,81,84,87,85,82,81,84,87,85,82,81,84,87,85,82,81,84,87,85,82,81,84,87,85,82,81,84,87,85,84.2,83.3,84.2,83.7,82.8,84.2,Tamil,BA
Student 2677,88,88,86,82,84,88,88,86,82,84,88,88,86,82,84,88,88,86,82,84,88,88,86,82,84,88,88,86,82,84,88,88,86,82,84,88,88,86,82,84,88,88,86,82,84,88,88,86,82,84,86.0,84.6,82.6,84.5,84.1,86.0,Tamil,BA
Student 2678,87,84,85,86,87,87,84,85,86,87,87,84,85,86,87,87,84,85,86,87,87,84,85,86,87,87,84,85,86,87,87,84,85,86,87,87,84,85,86,87,87,84,85,86,87,87,84,85,86,87,83.8,84.5,83.4,85.0,84.2,85.0,Science,Medical
Student 2679,85,82,86,82,85,85,82,86,82,85,85,82,86,82,85,85,82,86,82,85,85,82,86,82,85,85,82,86,82,85,85,82,86,82,85,85,82,86,82,85,85,82,86,82,85,85,82,86,82,85,84.2,82.8,84.8,83.7,82.4,84.8,Maths,Engineering
Student 2680,82,81,81,96,88,82,81,81,96,88,82,81,81,96,88,82,81,81,96,88,82,81,81,96,88,82,81,81,96,88,82,81,81,96,88,82,81,81,96,88,82,81,81,96,88,82,81,81,96,88,84.0,83.9,84.1,97.4,84.6,97.4,Science,Medical
Student 2681,84,83,80,83,87,84,83,80,83,87,84,83,80,83,87,84,83,80,83,87,84,83,80,83,87,84,83,80,83,87,84,83,80,83,87,84,83,80,83,87,84,83,80,83,87,84,83,80,83,87,84.3,84.7,82.8,82.9,85.0,85.0,Social,Commerce
Student 2682,86,80,87,83,83,86,80,87,83,83,86,80,87,83,83,86,80,87,83,83,86,80,87,83,83,86,80,87,83,83,86,80,87,83,83,86,80,87,83,83,86,80,87,83,83,86,80,87,83,83,85.6,83.4,84.1,83.1,83.0,85.6,Tamil,BA
Student 2683,86,81,86,86,81,86,81,86,86,81,86,81,86,86,81,86,81,86,86,81,86,81,86,86,81,86,81,86,86,81,86,81,86,86,81,86,81,86,86,81,86,81,86,86,81,86,81,86,86,81,83.9,82.1,84.5,83.9,83.9,84.5,Maths,Engineering
Student 2684,80,81,93,86,84,80,81,93,86,84,80,81,93,86,84,80,81,93,86,84,80,81,93,86,84,80,81,93,86,84,80,81,93,86,84,80,81,93,86,84,80,81,93,86,84,80,81,93,86,84,83.1,83.8,91.3,84.4,84.5,91.3,Maths,Engineering
Student 2685,86,81,85,87,86,86,81,85,87,86,86,81,85,87,86,86,81,85,87,86,86,81,85,87,86,86,81,85,87,86,86,81,85,87,86,86,81,85,87,86,86,81,85,87,86,86,81,85,87,86,83.4,85.4,86.3,83.4,83.2,86.3,Maths,Engineering
Student 2686,80,81,82,85,82,80,81,82,85,82,80,81,82,85,82,80,81,82,85,82,80,81,82,85,82,80,81,82,85,82,80,81,82,85,82,80,81,82,85,82,80,81,82,85,82,80,81,82,85,82,83.2,85.1,82.6,83.0,85.0,85.1,English,Arts
Student 2687,81,85,84,82,86,81,85,84,82,86,81,85,84,82,86,81,85,84,82,86,81,85,84,82,86,81,85,84,82,86,81,85,84,82,86,81,85,84,82,86,81,85,84,82,86,81,85,84,82,86,83.1,83.9,83.0,84.5,83.6,84.5,Science,Medical
Student 2688,87,83,80,87,84,87,83,80,87,84,87,83,80,87,84,87,83,80,87,84,87,83,80,87,84,87,83,80,87,84,87,83,80,87,84,87,83,80,87,84,87,83,80,87,84,87,83,80,87,84,84.9,83.1,82.2,84.1,84.9,84.9,Tamil,BA
Student 2689,87,83,81,88,82,87,83,81,88,82,87,83,81,88,82,87,83,81,88,82,87,83,81,88,82,87,83,81,88,82,87,83,81,88,82,87,83,81,88,82,87,83,81,88,82,87,83,81,88,82,83.3,82.8,83.6,85.2,82.8,85.2,Science,Medical
Student 2690,88,86,85,99,86,88,86,85,99,86,88,86,85,99,86,88,86,85,99,86,88,86,85,99,86,88,86,85,99,86,88,86,85,99,86,88,86,85,99,86,88,86,85,99,86,88,86,85,99,86,86.1,84.0,83.8,97.1,82.4,97.1,Science,Medical
Student 2691,88,80,84,80,86,88,80,84,80,86,88,80,84,80,86,88,80,84,80,86,88,80,84,80,86,88,80,84,80,86,88,80,84,80,86,88,80,84,80,86,88,80,84,80,86,88,80,84,80,86,85.1,83.3,83.4,83.7,83.7,85.1,Tamil,BA
Student 2692,80,85,85,88,83,80,85,85,88,83,80,85,85,88,83,80,85,85,88,83,80,85,85,88,83,80,85,85,88,83,80,85,85,88,83,80,85,85,88,83,80,85,85,88,83,80,85,85,88,83,83.2,84.1,83.8,85.4,83.7,85.4,Science,Medical
Student 2693,83,88,80,85,87,83,88,80,85,87,83,88,80,85,87,83,88,80,85,87,83,88,80,85,87,83,88,80,85,87,83,88,80,85,87,83,88,80,85,87,83,88,80,85,87,83,88,80,85,87,85.1,85.4,83.4,84.1,84.6,85.4,English,Arts
Student 2694,85,87,80,82,84,85,87,80,82,84,85,87,80,82,84,85,87,80,82,84,85,87,80,82,84,85,87,80,82,84,85,87,80,82,84,85,87,80,82,84,85,87,80,82,84,85,87,80,82,84,83.8,84.0,84.3,83.7,84.6,84.6,Social,Commerce
Student 2695,88,81,92,88,84,88,81,92,88,84,88,81,92,88,84,88,81,92,88,84,88,81,92,88,84,88,81,92,88,84,88,81,92,88,84,88,81,92,88,84,88,81,92,88,84,88,81,92,88,84,85.2,84.4,91.1,84.2,83.5,91.1,Maths,Engineering
Student 2696,82,86,84,85,85,82,86,84,85,85,82,86,84,85,85,82,86,84,85,85,82,86,84,85,85,82,86,84,85,85,82,86,84,85,85,82,86,84,85,85,82,86,84,85,85,82,86,84,85,85,83.9,84.0,85.1,85.1,84.4,85.1,Maths,Engineering
Student 2697,80,80,84,88,86,80,80,84,88,86,80,80,84,88,86,80,80,84,88,86,80,80,84,88,86,80,80,84,88,86,80,80,84,88,86,80,80,84,88,86,80,80,84,88,86,80,80,84,88,86,83.8,83.3,82.8,84.0,84.7,84.7,Social,Commerce
Student 2698,82,88,80,86,82,82,88,80,86,82,82,88,80,86,82,82,88,80,86,82,82,88,80,86,82,82,88,80,86,82,82,88,80,86,82,82,88,80,86,82,82,88,80,86,82,82,88,80,86,82,84.6,83.3,83.2,85.0,82.6,85.0,Science,Medical
Student 2699,83,84,88,86,80,83,84,88,86,80,83,84,88,86,80,83,84,88,86,80,83,84,88,86,80,83,84,88,86,80,83,84,88,86,80,83,84,88,86,80,83,84,88,86,80,83,84,88,86,80,82.5,84.3,85.1,84.7,84.4,85.1,Maths,Engineering
Student 2700,83,81,81,99,87,83,81,81,99,87,83,81,81,99,87,83,81,81,99,87,83,81,81,99,87,83,81,81,99,87,83,81,81,99,87,83,81,81,99,87,83,81,81,99,87,83,81,81,99,87,82.8,84.8,83.8,96.9,85.6,96.9,Science,Medical
Student 2701,83,84,86,85,83,83,84,86,85,83,83,84,86,85,83,83,84,86,85,83,83,84,86,85,83,83,84,86,85,83,83,84,86,85,83,83,84,86,85,83,83,84,86,85,83,83,84,86,85,83,83.0,83.1,84.2,84.1,85.1,85.1,Social,Commerce
Student 2702,80,86,84,88,85,80,86,84,88,85,80,86,84,88,85,80,86,84,88,85,80,86,84,88,85,80,86,84,88,85,80,86,84,88,85,80,86,84,88,85,80,86,84,88,85,80,86,84,88,85,83.3,84.2,82.7,84.7,84.3,84.7,Science,Medical
Student 2703,87,82,82,87,81,87,82,82,87,81,87,82,82,87,81,87,82,82,87,81,87,82,82,87,81,87,82,82,87,81,87,82,82,87,81,87,82,82,87,81,87,82,82,87,81,87,82,82,87,81,83.9,84.4,83.3,84.5,83.4,84.5,Science,Medical
Student 2704,80,82,80,83,83,80,82,80,83,83,80,82,80,83,83,80,82,80,83,83,80,82,80,83,83,80,82,80,83,83,80,82,80,83,83,80,82,80,83,83,80,82,80,83,83,80,82,80,83,83,83.4,84.2,83.6,82.4,85.0,85.0,Social,Commerce
Student 2705,82,86,80,81,83,82,86,80,81,83,82,86,80,81,83,82,86,80,81,83,82,86,80,81,83,82,86,80,81,83,82,86,80,81,83,82,86,80,81,83,82,86,80,81,83,82,86,80,81,83,84.8,84.5,83.7,83.3,83.4,84.8,Tamil,BA
